County,Value,Rank, FIPS 
"Fayette County, Georgia","96,084",87,13113
"Santa Cruz County, California","96,093",86,06087
"York County, Virginia","96,144",85,51199
"Denton County, Texas","96,265",84,48121
"Union County, Ohio","96,634",83,39159
"Gilpin County, Colorado","96,784",82,08047
"Middlesex County, New Jersey","96,883",81,34023
"Hanover County, Virginia","96,911",80,51085
"Lake County, Illinois","97,127",79,17097
"Napa County, California","97,498",78,06055
"Burke County, North Dakota","97,802",77,38013
"Plymouth County, Massachusetts","98,190",76,25023
"Harford County, Maryland","98,495",75,24025
"Spotsylvania County, Virginia","98,973",74,51177
"Bucks County, Pennsylvania","99,302",73,42017
"Montgomery County, Pennsylvania","99,361",72,42091
"Queen Annes County, Maryland","99,597",71,24035
"Rockland County, New York","99,707",70,36087
"Placer County, California","99,734",69,06061
"DuPage County, Illinois","100,292",68,17043
"Orange County, California","100,485",67,06059
"Goochland County, Virginia","100,517",66,51075
"Kendall County, Texas","100,706",65,48259
"Fairfield County, Connecticut","101,194",64,09001
"Powhatan County, Virginia","101,395",63,51145
"King George County, Virginia","101,599",62,51099
"New Kent County, Virginia","101,628",61,51127
"Sussex County, New Jersey","101,645",60,34037
"Rockingham County, New Hampshire","101,683",59,33015
"Kendall County, Illinois","101,816",58,17093
"Manassas City, Virginia","101,934",57,51683
"Washington County, Minnesota","102,258",56,27163
"Fort Bend County, Texas","102,590",55,48157
"St. Marys County, Maryland","102,859",54,24037
"Collin County, Texas","104,327",53,48085
"Carroll County, Maryland","104,708",52,24013
"Hamilton County, Indiana","104,858",51,18057
"Westchester County, New York","105,387",50,36119
"Alexandria City, Virginia","105,450",49,51510
"Frederick County, Maryland","106,129",48,24021
"Oconee County, Georgia","106,165",47,13219
"King County, Washington","106,326",46,53033
"Broomfield County, Colorado","107,570",45,08014
"Charles County, Maryland","107,808",44,24017
"Carver County, Minnesota","107,890",43,27019
"Anne Arundel County, Maryland","108,048",42,24003
"Scott County, Minnesota","109,031",41,27139
"Bergen County, New Jersey","109,497",40,34003
"Oldham County, Kentucky","109,815",39,21185
"Chester County, Pennsylvania","109,969",38,42029
"Monmouth County, New Jersey","110,356",37,34025
"Contra Costa County, California","110,455",36,06013
"Fauquier County, Virginia","111,368",35,51061
"Rockwall County, Texas","111,595",34,48397
"Putnam County, New York","111,617",33,36079
"Suffolk County, New York","111,660",32,36103
"Middlesex County, Massachusetts","111,790",31,25017
"Alameda County, California","112,017",30,06001
"Poquoson City, Virginia","112,026",29,51735
"Norfolk County, Massachusetts","112,089",28,25021
"Morgan County, Utah","112,721",27,49029
"Prince William County, Virginia","113,831",26,51153
"Elbert County, Colorado","114,904",25,08039
"Delaware County, Ohio","116,284",24,39041
"Summit County, Utah","116,351",23,49043
"Williamson County, Tennessee","116,492",22,47187
"Nantucket County, Massachusetts","116,571",21,25019
"Montgomery County, Maryland","117,345",20,24031
"Fairfax City, Virginia","118,492",19,51600
"Stafford County, Virginia","119,818",18,51179
"Calvert County, Maryland","120,295",17,24009
"Forsyth County, Georgia","120,999",16,13117
"Somerset County, New Jersey","121,695",15,34035
"Hunterdon County, New Jersey","123,373",14,34019
"Los Alamos County, New Mexico","123,677",13,35028
"Morris County, New Jersey","123,727",12,34027
"San Francisco County, California","126,187",11,06075
"Nassau County, New York","126,576",10,36059
"Douglas County, Colorado","127,443",9,08035
"Arlington County, Virginia","128,145",8,51013
"Howard County, Maryland","129,549",7,24027
"Marin County, California","131,008",6,06041
"Fairfax County, Virginia","133,974",5,51059
"San Mateo County, California","136,837",4,06081
"Santa Clara County, California","140,258",3,06085
"Falls Church City, Virginia","155,071",2,51610
"Loudoun County, Virginia","156,821",1,51107
"Loving County, Texas",data not available,N/A,48301
